曜日,層,行動,時刻(時間:分),行為者率(%)
平日,国民全体,仕事のつきあい,15:45,0.5
平日,国民全体,仕事のつきあい,16:00,0.4
平日,国民全体,仕事のつきあい,16:15,0.4
平日,国民全体,仕事のつきあい,16:30,0.5
平日,国民全体,仕事のつきあい,16:45,0.5
平日,国民全体,仕事のつきあい,17:00,0.5
平日,国民全体,仕事のつきあい,17:15,0.5
平日,国民全体,仕事のつきあい,17:30,0.5
平日,国民全体,仕事のつきあい,17:45,0.5
平日,国民全体,仕事のつきあい,18:00,0.7
平日,国民全体,仕事のつきあい,18:15,0.6
平日,国民全体,仕事のつきあい,18:30,0.7
平日,国民全体,仕事のつきあい,18:45,0.7
平日,国民全体,仕事のつきあい,19:00,0.6
平日,国民全体,仕事のつきあい,19:15,0.6
平日,国民全体,仕事のつきあい,19:30,0.6
平日,国民全体,仕事のつきあい,19:45,0.5
平日,国民全体,仕事のつきあい,20:00,0.4
平日,国民全体,仕事のつきあい,20:15,0.4
平日,国民全体,仕事のつきあい,20:30,0.4
平日,国民全体,仕事のつきあい,20:45,0.4
平日,国民全体,仕事のつきあい,21:00,0.3
平日,国民全体,仕事のつきあい,21:15,0.3
平日,国民全体,仕事のつきあい,21:30,0.3
平日,国民全体,仕事のつきあい,21:45,0.3
平日,国民全体,仕事のつきあい,22:00,0.3
平日,国民全体,仕事のつきあい,22:15,0.2
平日,国民全体,仕事のつきあい,22:30,0.1
平日,国民全体,仕事のつきあい,22:45,0.1
平日,国民全体,仕事のつきあい,23:00,0.1
平日,国民全体,仕事のつきあい,23:15,0.1
平日,国民全体,仕事のつきあい,23:30,0.1
平日,国民全体,仕事のつきあい,23:45,0.1
平日,国民全体,学業,0:00,0.4
平日,国民全体,学業,0:15,0.4
平日,国民全体,学業,0:30,0.2
平日,国民全体,学業,0:45,0.2
平日,国民全体,学業,1:00,0.1
平日,国民全体,学業,1:15,0.1
平日,国民全体,学業,1:30,0.1
平日,国民全体,学業,1:45,0.1
平日,国民全体,学業,2:00,0.0
平日,国民全体,学業,2:15,0.0
平日,国民全体,学業,2:30,0.0
平日,国民全体,学業,2:45,0.0
平日,国民全体,学業,3:00,0.1
平日,国民全体,学業,3:15,0.1
平日,国民全体,学業,3:30,0.1
平日,国民全体,学業,3:45,0.1
平日,国民全体,学業,4:00,0.1
平日,国民全体,学業,4:15,0.1
平日,国民全体,学業,4:30,0.1
平日,国民全体,学業,4:45,0.1
平日,国民全体,学業,5:00,0.2
平日,国民全体,学業,5:15,0.2
平日,国民全体,学業,5:30,0.2
平日,国民全体,学業,5:45,0.2
平日,国民全体,学業,6:00,0.4
平日,国民全体,学業,6:15,0.5
平日,国民全体,学業,6:30,0.5
平日,国民全体,学業,6:45,0.6
平日,国民全体,学業,7:00,0.5
平日,国民全体,学業,7:15,0.5
平日,国民全体,学業,7:30,0.9
平日,国民全体,学業,7:45,1.8
平日,国民全体,学業,8:00,4.1
平日,国民全体,学業,8:15,5.3
平日,国民全体,学業,8:30,7.0
平日,国民全体,学業,8:45,7.4
平日,国民全体,学業,9:00,8.1
平日,国民全体,学業,9:15,8.3
平日,国民全体,学業,9:30,8.4
平日,国民全体,学業,9:45,8.5
平日,国民全体,学業,10:00,8.5
平日,国民全体,学業,10:15,8.5
平日,国民全体,学業,10:30,8.6
平日,国民全体,学業,10:45,8.7
平日,国民全体,学業,11:00,8.6
平日,国民全体,学業,11:15,8.7
平日,国民全体,学業,11:30,8.6
平日,国民全体,学業,11:45,8.4
平日,国民全体,学業,12:00,6.5
平日,国民全体,学業,12:15,6.1
平日,国民全体,学業,12:30,5.5
平日,国民全体,学業,12:45,5.1
平日,国民全体,学業,13:00,6.9
平日,国民全体,学業,13:15,7.7
平日,国民全体,学業,13:30,8.2
平日,国民全体,学業,13:45,8.2
平日,国民全体,学業,14:00,8.4
平日,国民全体,学業,14:15,8.3
平日,国民全体,学業,14:30,8.2
平日,国民全体,学業,14:45,8.1
平日,国民全体,学業,15:00,7.7
平日,国民全体,学業,15:15,7.6
平日,国民全体,学業,15:30,6.7
平日,国民全体,学業,15:45,6.3
平日,国民全体,学業,16:00,5.3
平日,国民全体,学業,16:15,5.1
平日,国民全体,学業,16:30,4.7
平日,国民全体,学業,16:45,4.4
平日,国民全体,学業,17:00,4.2
平日,国民全体,学業,17:15,4.3
平日,国民全体,学業,17:30,4.0
平日,国民全体,学業,17:45,3.8
平日,国民全体,学業,18:00,3.3
平日,国民全体,学業,18:15,3.1
平日,国民全体,学業,18:30,2.8
平日,国民全体,学業,18:45,2.6
平日,国民全体,学業,19:00,2.1
平日,国民全体,学業,19:15,2.1
平日,国民全体,学業,19:30,2.1
平日,国民全体,学業,19:45,2.1
平日,国民全体,学業,20:00,2.5
平日,国民全体,学業,20:15,2.7
平日,国民全体,学業,20:30,2.9
平日,国民全体,学業,20:45,2.8
平日,国民全体,学業,21:00,2.5
平日,国民全体,学業,21:15,2.4
平日,国民全体,学業,21:30,2.0
平日,国民全体,学業,21:45,1.9
平日,国民全体,学業,22:00,1.8
平日,国民全体,学業,22:15,1.9
平日,国民全体,学業,22:30,1.6
平日,国民全体,学業,22:45,1.6
平日,国民全体,学業,23:00,1.3
平日,国民全体,学業,23:15,1.2
平日,国民全体,学業,23:30,1.1
平日,国民全体,学業,23:45,0.9
平日,国民全体,授業・学内の活動,0:00,0.0
平日,国民全体,授業・学内の活動,0:15,0.0
平日,国民全体,授業・学内の活動,0:30,0.0
平日,国民全体,授業・学内の活動,0:45,0.0
平日,国民全体,授業・学内の活動,1:00,0.0
平日,国民全体,授業・学内の活動,1:15,0.0
平日,国民全体,授業・学内の活動,1:30,0.0
平日,国民全体,授業・学内の活動,1:45,0.0
平日,国民全体,授業・学内の活動,2:00,0.0
平日,国民全体,授業・学内の活動,2:15,0.0
平日,国民全体,授業・学内の活動,2:30,0.0
平日,国民全体,授業・学内の活動,2:45,0.0
平日,国民全体,授業・学内の活動,3:00,0.0
平日,国民全体,授業・学内の活動,3:15,0.0
平日,国民全体,授業・学内の活動,3:30,0.0
平日,国民全体,授業・学内の活動,3:45,0.0
平日,国民全体,授業・学内の活動,4:00,0.0
平日,国民全体,授業・学内の活動,4:15,0.0
平日,国民全体,授業・学内の活動,4:30,0.0
平日,国民全体,授業・学内の活動,4:45,0.0
平日,国民全体,授業・学内の活動,5:00,0.0
平日,国民全体,授業・学内の活動,5:15,0.0
平日,国民全体,授業・学内の活動,5:30,0.0
平日,国民全体,授業・学内の活動,5:45,0.0
平日,国民全体,授業・学内の活動,6:00,0.0
平日,国民全体,授業・学内の活動,6:15,0.0
平日,国民全体,授業・学内の活動,6:30,0.1
平日,国民全体,授業・学内の活動,6:45,0.1
平日,国民全体,授業・学内の活動,7:00,0.2
平日,国民全体,授業・学内の活動,7:15,0.2
平日,国民全体,授業・学内の活動,7:30,0.7
平日,国民全体,授業・学内の活動,7:45,1.5
平日,国民全体,授業・学内の活動,8:00,3.9
平日,国民全体,授業・学内の活動,8:15,5.1
平日,国民全体,授業・学内の活動,8:30,6.8
平日,国民全体,授業・学内の活動,8:45,7.2
平日,国民全体,授業・学内の活動,9:00,8.0
平日,国民全体,授業・学内の活動,9:15,8.1
平日,国民全体,授業・学内の活動,9:30,8.3
平日,国民全体,授業・学内の活動,9:45,8.4
平日,国民全体,授業・学内の活動,10:00,8.4
平日,国民全体,授業・学内の活動,10:15,8.4
平日,国民全体,授業・学内の活動,10:30,8.5
平日,国民全体,授業・学内の活動,10:45,8.6
平日,国民全体,授業・学内の活動,11:00,8.4
平日,国民全体,授業・学内の活動,11:15,8.5
平日,国民全体,授業・学内の活動,11:30,8.4
平日,国民全体,授業・学内の活動,11:45,8.2
平日,国民全体,授業・学内の活動,12:00,6.2
平日,国民全体,授業・学内の活動,12:15,5.8
平日,国民全体,授業・学内の活動,12:30,5.2
平日,国民全体,授業・学内の活動,12:45,4.7
平日,国民全体,授業・学内の活動,13:00,6.3
平日,国民全体,授業・学内の活動,13:15,7.1
平日,国民全体,授業・学内の活動,13:30,7.7
平日,国民全体,授業・学内の活動,13:45,7.7
平日,国民全体,授業・学内の活動,14:00,7.8
平日,国民全体,授業・学内の活動,14:15,7.8
平日,国民全体,授業・学内の活動,14:30,7.6
平日,国民全体,授業・学内の活動,14:45,7.4
平日,国民全体,授業・学内の活動,15:00,7.1
平日,国民全体,授業・学内の活動,15:15,6.8
平日,国民全体,授業・学内の活動,15:30,5.9
平日,国民全体,授業・学内の活動,15:45,5.5
平日,国民全体,授業・学内の活動,16:00,4.3
平日,国民全体,授業・学内の活動,16:15,4.1
平日,国民全体,授業・学内の活動,16:30,3.3
平日,国民全体,授業・学内の活動,16:45,2.9
平日,国民全体,授業・学内の活動,17:00,2.5
平日,国民全体,授業・学内の活動,17:15,2.4
平日,国民全体,授業・学内の活動,17:30,2.0
平日,国民全体,授業・学内の活動,17:45,1.7
平日,国民全体,授業・学内の活動,18:00,1.1
平日,国民全体,授業・学内の活動,18:15,0.8
平日,国民全体,授業・学内の活動,18:30,0.6
平日,国民全体,授業・学内の活動,18:45,0.5
平日,国民全体,授業・学内の活動,19:00,0.3
平日,国民全体,授業・学内の活動,19:15,0.3
平日,国民全体,授業・学内の活動,19:30,0.3
平日,国民全体,授業・学内の活動,19:45,0.3
平日,国民全体,授業・学内の活動,20:00,0.2
平日,国民全体,授業・学内の活動,20:15,0.2
平日,国民全体,授業・学内の活動,20:30,0.1
平日,国民全体,授業・学内の活動,20:45,0.1
平日,国民全体,授業・学内の活動,21:00,0.1
平日,国民全体,授業・学内の活動,21:15,0.1
平日,国民全体,授業・学内の活動,21:30,0.1
平日,国民全体,授業・学内の活動,21:45,0.1
平日,国民全体,授業・学内の活動,22:00,0.1
平日,国民全体,授業・学内の活動,22:15,0.1
平日,国民全体,授業・学内の活動,22:30,0.1
平日,国民全体,授業・学内の活動,22:45,0.1
平日,国民全体,授業・学内の活動,23:00,0.1
平日,国民全体,授業・学内の活動,23:15,0.1
平日,国民全体,授業・学内の活動,23:30,0.1
平日,国民全体,授業・学内の活動,23:45,0.1
平日,国民全体,学校外の学習,0:00,0.3
平日,国民全体,学校外の学習,0:15,0.3
平日,国民全体,学校外の学習,0:30,0.2
平日,国民全体,学校外の学習,0:45,0.2
平日,国民全体,学校外の学習,1:00,0.1
平日,国民全体,学校外の学習,1:15,0.1
平日,国民全体,学校外の学習,1:30,0.1
平日,国民全体,学校外の学習,1:45,0.1
平日,国民全体,学校外の学習,2:00,0.0
平日,国民全体,学校外の学習,2:15,0.0
平日,国民全体,学校外の学習,2:30,0.0
平日,国民全体,学校外の学習,2:45,0.0
平日,国民全体,学校外の学習,3:00,0.1
平日,国民全体,学校外の学習,3:15,0.1
平日,国民全体,学校外の学習,3:30,0.1
平日,国民全体,学校外の学習,3:45,0.1
平日,国民全体,学校外の学習,4:00,0.1
平日,国民全体,学校外の学習,4:15,0.1
平日,国民全体,学校外の学習,4:30,0.1
平日,国民全体,学校外の学習,4:45,0.1
平日,国民全体,学校外の学習,5:00,0.2
平日,国民全体,学校外の学習,5:15,0.2
平日,国民全体,学校外の学習,5:30,0.2
平日,国民全体,学校外の学習,5:45,0.2
平日,国民全体,学校外の学習,6:00,0.4
平日,国民全体,学校外の学習,6:15,0.5
平日,国民全体,学校外の学習,6:30,0.4
平日,国民全体,学校外の学習,6:45,0.5
平日,国民全体,学校外の学習,7:00,0.3
平日,国民全体,学校外の学習,7:15,0.3
平日,国民全体,学校外の学習,7:30,0.2
平日,国民全体,学校外の学習,7:45,0.3
平日,国民全体,学校外の学習,8:00,0.2
平日,国民全体,学校外の学習,8:15,0.2
平日,国民全体,学校外の学習,8:30,0.2
平日,国民全体,学校外の学習,8:45,0.2
平日,国民全体,学校外の学習,9:00,0.1
平日,国民全体,学校外の学習,9:15,0.1
平日,国民全体,学校外の学習,9:30,0.1
平日,国民全体,学校外の学習,9:45,0.1
平日,国民全体,学校外の学習,10:00,0.1
平日,国民全体,学校外の学習,10:15,0.1
平日,国民全体,学校外の学習,10:30,0.1
平日,国民全体,学校外の学習,10:45,0.1
平日,国民全体,学校外の学習,11:00,0.2
平日,国民全体,学校外の学習,11:15,0.2
平日,国民全体,学校外の学習,11:30,0.2
平日,国民全体,学校外の学習,11:45,0.2
平日,国民全体,学校外の学習,12:00,0.3
平日,国民全体,学校外の学習,12:15,0.3
平日,国民全体,学校外の学習,12:30,0.4
平日,国民全体,学校外の学習,12:45,0.4
平日,国民全体,学校外の学習,13:00,0.6
平日,国民全体,学校外の学習,13:15,0.6
平日,国民全体,学校外の学習,13:30,0.5
平日,国民全体,学校外の学習,13:45,0.5
平日,国民全体,学校外の学習,14:00,0.6
平日,国民全体,学校外の学習,14:15,0.6
平日,国民全体,学校外の学習,14:30,0.6
平日,国民全体,学校外の学習,14:45,0.7
平日,国民全体,学校外の学習,15:00,0.7
平日,国民全体,学校外の学習,15:15,0.7
平日,国民全体,学校外の学習,15:30,0.8
平日,国民全体,学校外の学習,15:45,0.8
平日,国民全体,学校外の学習,16:00,1.1
平日,国民全体,学校外の学習,16:15,1.0
平日,国民全体,学校外の学習,16:30,1.4
平日,国民全体,学校外の学習,16:45,1.5
平日,国民全体,学校外の学習,17:00,1.8
平日,国民全体,学校外の学習,17:15,1.9
平日,国民全体,学校外の学習,17:30,2.1
平日,国民全体,学校外の学習,17:45,2.2
平日,国民全体,学校外の学習,18:00,2.2
平日,国民全体,学校外の学習,18:15,2.4
平日,国民全体,学校外の学習,18:30,2.1
平日,国民全体,学校外の学習,18:45,2.1
平日,国民全体,学校外の学習,19:00,1.8
平日,国民全体,学校外の学習,19:15,1.8
平日,国民全体,学校外の学習,19:30,1.8
平日,国民全体,学校外の学習,19:45,1.9
平日,国民全体,学校外の学習,20:00,2.3
平日,国民全体,学校外の学習,20:15,2.5
平日,国民全体,学校外の学習,20:30,2.8
平日,国民全体,学校外の学習,20:45,2.7
平日,国民全体,学校外の学習,21:00,2.5
平日,国民全体,学校外の学習,21:15,2.3
平日,国民全体,学校外の学習,21:30,1.9
平日,国民全体,学校外の学習,21:45,1.8
平日,国民全体,学校外の学習,22:00,1.7
平日,国民全体,学校外の学習,22:15,1.8
平日,国民全体,学校外の学習,22:30,1.5
平日,国民全体,学校外の学習,22:45,1.5
平日,国民全体,学校外の学習,23:00,1.2
平日,国民全体,学校外の学習,23:15,1.1
平日,国民全体,学校外の学習,23:30,1.0
平日,国民全体,学校外の学習,23:45,0.9
平日,国民全体,家事,0:00,1.2
平日,国民全体,家事,0:15,1.0
平日,国民全体,家事,0:30,0.8
平日,国民全体,家事,0:45,0.9
平日,国民全体,家事,1:00,0.7
平日,国民全体,家事,1:15,0.6
平日,国民全体,家事,1:30,0.7
平日,国民全体,家事,1:45,0.6
平日,国民全体,家事,2:00,0.4
平日,国民全体,家事,2:15,0.4
平日,国民全体,家事,2:30,0.3
平日,国民全体,家事,2:45,0.3
平日,国民全体,家事,3:00,0.3
平日,国民全体,家事,3:15,0.3
平日,国民全体,家事,3:30,0.3
平日,国民全体,家事,3:45,0.2
平日,国民全体,家事,4:00,0.5
平日,国民全体,家事,4:15,0.7
平日,国民全体,家事,4:30,1.1
平日,国民全体,家事,4:45,1.4
平日,国民全体,家事,5:00,2.8
平日,国民全体,家事,5:15,3.1
平日,国民全体,家事,5:30,5.8
平日,国民全体,家事,5:45,7.0
平日,国民全体,家事,6:00,11.3
平日,国民全体,家事,6:15,13.3
平日,国民全体,家事,6:30,16.1
平日,国民全体,家事,6:45,17.1
平日,国民全体,家事,7:00,18.4
平日,国民全体,家事,7:15,18.3
平日,国民全体,家事,7:30,18.4
平日,国民全体,家事,7:45,18.6
平日,国民全体,家事,8:00,17.9
平日,国民全体,家事,8:15,18.2
平日,国民全体,家事,8:30,18.4
平日,国民全体,家事,8:45,18.1
平日,国民全体,家事,9:00,17.7
平日,国民全体,家事,9:15,17.2
平日,国民全体,家事,9:30,17.1
平日,国民全体,家事,9:45,16.8
平日,国民全体,家事,10:00,16.5
平日,国民全体,家事,10:15,16.1
平日,国民全体,家事,10:30,16.1
平日,国民全体,家事,10:45,16.2
平日,国民全体,家事,11:00,16.2
平日,国民全体,家事,11:15,15.9
平日,国民全体,家事,11:30,16.1
平日,国民全体,家事,11:45,16.0
平日,国民全体,家事,12:00,11.4
平日,国民全体,家事,12:15,11.1
平日,国民全体,家事,12:30,10.5
平日,国民全体,家事,12:45,10.9
平日,国民全体,家事,13:00,11.7
平日,国民全体,家事,13:15,11.7
平日,国民全体,家事,13:30,12.3
平日,国民全体,家事,13:45,12.5
平日,国民全体,家事,14:00,13.7
平日,国民全体,家事,14:15,13.7
平日,国民全体,家事,14:30,13.9
